id,sia_e,ssa_e,ppq,tefo,phi_min,z_min,z_max,pseudo_plastic_uthreshold
34,1.78515625,1.58203125,0.630078125,0.05947265625,23.046875,-74.21875,113.28125,99.21875
35,1.78515625,1.58203125,0.630078125,0.057363281249999995,11.328125,-74.21875,113.28125,99.21875
36,1.78515625,1.58203125,0.630078125,0.057363281249999995,23.046875,-871.09375,113.28125,99.21875
37,1.78515625,1.58203125,0.630078125,0.057363281249999995,23.046875,-74.21875,277.34375,99.21875
38,1.78515625,1.58203125,0.630078125,0.057363281249999995,23.046875,-74.21875,113.28125,2.34375
39,2.06640625,1.56640625,0.941796875,0.05947265625,11.328125,-871.09375,277.34375,2.34375
40,2.16015625,1.20703125,0.892578125,0.05173828125,20.546875,-449.21875,738.28125,174.21875
41,3.94140625,1.20703125,0.892578125,0.05173828125,20.546875,-449.21875,738.28125,174.21875
42,2.16015625,1.44140625,0.892578125,0.05173828125,20.546875,-449.21875,738.28125,174.21875
43,2.16015625,1.20703125,0.504296875,0.05173828125,20.546875,-449.21875,738.28125,174.21875
44,2.16015625,1.20703125,0.892578125,0.05384765625,20.546875,-449.21875,738.28125,174.21875
45,2.16015625,1.20703125,0.892578125,0.05173828125,23.828125,-449.21875,738.28125,174.21875
46,2.16015625,1.20703125,0.892578125,0.05173828125,20.546875,-746.09375,738.28125,174.21875
47,2.16015625,1.20703125,0.892578125,0.05173828125,20.546875,-449.21875,402.34375,174.21875
48,2.16015625,1.20703125,0.892578125,0.05173828125,20.546875,-449.21875,738.28125,27.34375
49,3.94140625,1.44140625,0.504296875,0.05384765625,23.828125,-746.09375,402.34375,27.34375
50,3.66015625,1.70703125,0.5425781249999999,0.029238281249999998,10.546875,-949.21875,238.28125,74.21875
51,2.44140625,1.70703125,0.5425781249999999,0.029238281249999998,10.546875,-949.21875,238.28125,74.21875
52,3.66015625,1.94140625,0.5425781249999999,0.029238281249999998,10.546875,-949.21875,238.28125,74.21875
53,3.66015625,1.70703125,0.854296875,0.029238281249999998,10.546875,-949.21875,238.28125,74.21875
54,3.66015625,1.70703125,0.5425781249999999,0.031347656249999994,10.546875,-949.21875,238.28125,74.21875
55,3.66015625,1.70703125,0.5425781249999999,0.029238281249999998,13.828125,-949.21875,238.28125,74.21875
56,3.66015625,1.70703125,0.5425781249999999,0.029238281249999998,10.546875,-246.09375,238.28125,74.21875
57,3.66015625,1.70703125,0.5425781249999999,0.029238281249999998,10.546875,-949.21875,902.34375,74.21875
58,3.66015625,1.70703125,0.5425781249999999,0.029238281249999998,10.546875,-949.21875,238.28125,127.34375
59,2.44140625,1.94140625,0.854296875,0.031347656249999994,13.828125,-246.09375,902.34375,127.34375
60,2.91015625,1.45703125,0.717578125,0.040488281249999994,15.546875,-699.21875,988.28125,24.21875
61,1.69140625,1.45703125,0.717578125,0.040488281249999994,15.546875,-699.21875,988.28125,24.21875
62,2.91015625,1.69140625,0.717578125,0.040488281249999994,15.546875,-699.21875,988.28125,24.21875
63,2.91015625,1.45703125,0.6792968749999999,0.040488281249999994,15.546875,-699.21875,988.28125,24.21875
64,2.91015625,1.45703125,0.717578125,0.02009765625,15.546875,-699.21875,988.28125,24.21875
65,2.91015625,1.45703125,0.717578125,0.040488281249999994,28.828125,-699.21875,988.28125,24.21875
66,2.91015625,1.45703125,0.717578125,0.040488281249999994,15.546875,-996.09375,988.28125,24.21875
67,2.91015625,1.45703125,0.717578125,0.040488281249999994,15.546875,-699.21875,652.34375,24.21875
68,2.91015625,1.45703125,0.717578125,0.040488281249999994,15.546875,-699.21875,988.28125,77.34375
69,1.69140625,1.69140625,0.6792968749999999,0.02009765625,28.828125,-996.09375,652.34375,77.34375
70,1.41015625,1.95703125,0.367578125,0.017988281249999998,25.546875,-199.21875,488.28125,124.21875
71,3.19140625,1.95703125,0.367578125,0.017988281249999998,25.546875,-199.21875,488.28125,124.21875
72,1.41015625,1.19140625,0.367578125,0.017988281249999998,25.546875,-199.21875,488.28125,124.21875
73,1.41015625,1.95703125,0.329296875,0.017988281249999998,25.546875,-199.21875,488.28125,124.21875
74,1.41015625,1.95703125,0.367578125,0.04259765625,25.546875,-199.21875,488.28125,124.21875
75,1.41015625,1.95703125,0.367578125,0.017988281249999998,18.828125,-199.21875,488.28125,124.21875
76,1.41015625,1.95703125,0.367578125,0.017988281249999998,25.546875,-496.09375,488.28125,124.21875
77,1.41015625,1.95703125,0.367578125,0.017988281249999998,25.546875,-199.21875,152.34375,124.21875
78,1.41015625,1.95703125,0.367578125,0.017988281249999998,25.546875,-199.21875,488.28125,177.34375
79,3.19140625,1.19140625,0.329296875,0.04259765625,18.828125,-496.09375,152.34375,177.34375
80,1.59765625,1.01953125,0.761328125,0.02642578125,19.296875,-11.71875,675.78125,161.71875
81,3.75390625,1.01953125,0.761328125,0.02642578125,19.296875,-11.71875,675.78125,161.71875
82,1.59765625,1.50390625,0.761328125,0.02642578125,19.296875,-11.71875,675.78125,161.71875
83,1.59765625,1.01953125,0.285546875,0.02642578125,19.296875,-11.71875,675.78125,161.71875
84,1.59765625,1.01953125,0.761328125,0.04541015625,19.296875,-11.71875,675.78125,161.71875
85,1.59765625,1.01953125,0.761328125,0.02642578125,12.578125,-11.71875,675.78125,161.71875
86,1.59765625,1.01953125,0.761328125,0.02642578125,19.296875,-933.59375,675.78125,161.71875
87,1.59765625,1.01953125,0.761328125,0.02642578125,19.296875,-11.71875,839.84375,161.71875
88,1.59765625,1.01953125,0.761328125,0.02642578125,19.296875,-11.71875,675.78125,39.84375
89,3.75390625,1.50390625,0.285546875,0.04541015625,12.578125,-933.59375,839.84375,39.84375
90,3.09765625,1.51953125,0.411328125,0.04892578125,29.296875,-511.71875,175.78125,61.71875
91,2.25390625,1.51953125,0.411328125,0.04892578125,29.296875,-511.71875,175.78125,61.71875
92,3.09765625,1.00390625,0.411328125,0.04892578125,29.296875,-511.71875,175.78125,61.71875
93,3.09765625,1.51953125,0.635546875,0.04892578125,29.296875,-511.71875,175.78125,61.71875
94,3.09765625,1.51953125,0.411328125,0.02291015625,29.296875,-511.71875,175.78125,61.71875
95,3.09765625,1.51953125,0.411328125,0.04892578125,22.578125,-511.71875,175.78125,61.71875
96,3.09765625,1.51953125,0.411328125,0.04892578125,29.296875,-433.59375,175.78125,61.71875
97,3.09765625,1.51953125,0.411328125,0.04892578125,29.296875,-511.71875,339.84375,61.71875
98,3.09765625,1.51953125,0.411328125,0.04892578125,29.296875,-511.71875,175.78125,139.84375
99,2.25390625,1.00390625,0.635546875,0.02291015625,22.578125,-433.59375,339.84375,139.84375
100,3.84765625,1.26953125,0.936328125,0.01517578125,24.296875,-761.71875,925.78125,11.71875
101,1.50390625,1.26953125,0.936328125,0.01517578125,24.296875,-761.71875,925.78125,11.71875
102,3.84765625,1.25390625,0.936328125,0.01517578125,24.296875,-761.71875,925.78125,11.71875
103,3.84765625,1.26953125,0.810546875,0.01517578125,24.296875,-761.71875,925.78125,11.71875
104,3.84765625,1.26953125,0.936328125,0.034160156250000004,24.296875,-761.71875,925.78125,11.71875
105,3.84765625,1.26953125,0.936328125,0.01517578125,17.578125,-761.71875,925.78125,11.71875
106,3.84765625,1.26953125,0.936328125,0.01517578125,24.296875,-683.59375,925.78125,11.71875
107,3.84765625,1.26953125,0.936328125,0.01517578125,24.296875,-761.71875,89.84375,11.71875
108,3.84765625,1.26953125,0.936328125,0.01517578125,24.296875,-761.71875,925.78125,89.84375
109,1.50390625,1.25390625,0.810546875,0.034160156250000004,17.578125,-683.59375,89.84375,89.84375
110,2.34765625,1.76953125,0.586328125,0.03767578125,14.296875,-261.71875,425.78125,111.71875
111,3.00390625,1.76953125,0.586328125,0.03767578125,14.296875,-261.71875,425.78125,111.71875
112,2.34765625,1.75390625,0.586328125,0.03767578125,14.296875,-261.71875,425.78125,111.71875
113,2.34765625,1.76953125,0.460546875,0.03767578125,14.296875,-261.71875,425.78125,111.71875
114,2.34765625,1.76953125,0.586328125,0.056660156249999996,14.296875,-261.71875,425.78125,111.71875
115,2.34765625,1.76953125,0.586328125,0.03767578125,27.578125,-261.71875,425.78125,111.71875
116,2.34765625,1.76953125,0.586328125,0.03767578125,14.296875,-183.59375,425.78125,111.71875
117,2.34765625,1.76953125,0.586328125,0.03767578125,14.296875,-261.71875,589.84375,111.71875
118,2.34765625,1.76953125,0.586328125,0.03767578125,14.296875,-261.71875,425.78125,189.84375
119,3.00390625,1.75390625,0.460546875,0.056660156249999996,27.578125,-183.59375,589.84375,189.84375
120,1.97265625,1.39453125,0.323828125,0.04330078125,11.796875,-136.71875,800.78125,36.71875
121,1.12890625,1.39453125,0.323828125,0.04330078125,11.796875,-136.71875,800.78125,36.71875
122,1.97265625,1.12890625,0.323828125,0.04330078125,11.796875,-136.71875,800.78125,36.71875
123,1.97265625,1.39453125,0.8980468749999999,0.04330078125,11.796875,-136.71875,800.78125,36.71875
124,1.97265625,1.39453125,0.323828125,0.05103515625,11.796875,-136.71875,800.78125,36.71875
125,1.97265625,1.39453125,0.323828125,0.04330078125,15.078125,-136.71875,800.78125,36.71875
126,1.97265625,1.39453125,0.323828125,0.04330078125,11.796875,-308.59375,800.78125,36.71875
127,1.97265625,1.39453125,0.323828125,0.04330078125,11.796875,-136.71875,714.84375,36.71875
128,1.97265625,1.39453125,0.323828125,0.04330078125,11.796875,-136.71875,800.78125,164.84375
129,1.12890625,1.12890625,0.8980468749999999,0.05103515625,15.078125,-308.59375,714.84375,164.84375
130,3.47265625,1.89453125,0.673828125,0.020800781249999997,21.796875,-636.71875,300.78125,136.71875
131,2.62890625,1.89453125,0.673828125,0.020800781249999997,21.796875,-636.71875,300.78125,136.71875
132,3.47265625,1.62890625,0.673828125,0.020800781249999997,21.796875,-636.71875,300.78125,136.71875
133,3.47265625,1.89453125,0.548046875,0.020800781249999997,21.796875,-636.71875,300.78125,136.71875
134,3.47265625,1.89453125,0.673828125,0.02853515625,21.796875,-636.71875,300.78125,136.71875
135,3.47265625,1.89453125,0.673828125,0.020800781249999997,25.078125,-636.71875,300.78125,136.71875
136,3.47265625,1.89453125,0.673828125,0.020800781249999997,21.796875,-808.59375,300.78125,136.71875
137,3.47265625,1.89453125,0.673828125,0.020800781249999997,21.796875,-636.71875,214.84375,136.71875
138,3.47265625,1.89453125,0.673828125,0.020800781249999997,21.796875,-636.71875,300.78125,64.84375
139,2.62890625,1.62890625,0.548046875,0.02853515625,25.078125,-808.59375,214.84375,64.84375
140,2.72265625,1.14453125,0.49882812499999996,0.05455078125,26.796875,-886.71875,550.78125,186.71875
141,3.37890625,1.14453125,0.49882812499999996,0.05455078125,26.796875,-886.71875,550.78125,186.71875
142,2.72265625,1.87890625,0.49882812499999996,0.05455078125,26.796875,-886.71875,550.78125,186.71875
143,2.72265625,1.14453125,0.373046875,0.05455078125,26.796875,-886.71875,550.78125,186.71875
144,2.72265625,1.14453125,0.49882812499999996,0.01728515625,26.796875,-886.71875,550.78125,186.71875
145,2.72265625,1.14453125,0.49882812499999996,0.05455078125,10.078125,-886.71875,550.78125,186.71875
146,2.72265625,1.14453125,0.49882812499999996,0.05455078125,26.796875,-58.59375,550.78125,186.71875
147,2.72265625,1.14453125,0.49882812499999996,0.05455078125,26.796875,-886.71875,464.84375,186.71875
148,2.72265625,1.14453125,0.49882812499999996,0.05455078125,26.796875,-886.71875,550.78125,114.84375
149,3.37890625,1.87890625,0.373046875,0.01728515625,10.078125,-58.59375,464.84375,114.84375
150,1.22265625,1.64453125,0.8488281249999999,0.03205078125,16.796875,-386.71875,50.78125,86.71875
151,1.87890625,1.64453125,0.8488281249999999,0.03205078125,16.796875,-386.71875,50.78125,86.71875
152,1.22265625,1.37890625,0.8488281249999999,0.03205078125,16.796875,-386.71875,50.78125,86.71875
153,1.22265625,1.64453125,0.723046875,0.03205078125,16.796875,-386.71875,50.78125,86.71875
154,1.22265625,1.64453125,0.8488281249999999,0.039785156249999995,16.796875,-386.71875,50.78125,86.71875
155,1.22265625,1.64453125,0.8488281249999999,0.03205078125,20.078125,-386.71875,50.78125,86.71875
156,1.22265625,1.64453125,0.8488281249999999,0.03205078125,16.796875,-558.59375,50.78125,86.71875
157,1.22265625,1.64453125,0.8488281249999999,0.03205078125,16.796875,-386.71875,964.84375,86.71875
158,1.22265625,1.64453125,0.8488281249999999,0.03205078125,16.796875,-386.71875,50.78125,14.84375
159,1.87890625,1.37890625,0.723046875,0.039785156249999995,20.078125,-558.59375,964.84375,14.84375
160,1.31640625,1.17578125,0.38945312499999996,0.04189453125,23.671875,-667.96875,332.03125,180.46875
161,2.16015625,1.17578125,0.38945312499999996,0.04189453125,23.671875,-667.96875,332.03125,180.46875
162,1.31640625,1.97265625,0.38945312499999996,0.04189453125,23.671875,-667.96875,332.03125,180.46875
163,1.31640625,1.17578125,0.701171875,0.04189453125,23.671875,-667.96875,332.03125,180.46875
164,1.31640625,1.17578125,0.38945312499999996,0.052441406249999996,23.671875,-667.96875,332.03125,180.46875
165,1.31640625,1.17578125,0.38945312499999996,0.04189453125,19.453125,-667.96875,332.03125,180.46875
166,1.31640625,1.17578125,0.38945312499999996,0.04189453125,23.671875,-714.84375,332.03125,180.46875
167,1.31640625,1.17578125,0.38945312499999996,0.04189453125,23.671875,-667.96875,371.09375,180.46875
168,1.31640625,1.17578125,0.38945312499999996,0.04189453125,23.671875,-667.96875,332.03125,158.59375
169,2.16015625,1.97265625,0.701171875,0.052441406249999996,19.453125,-714.84375,371.09375,158.59375
170,2.81640625,1.67578125,0.739453125,0.01939453125,13.671875,-167.96875,832.03125,80.46875
171,3.66015625,1.67578125,0.739453125,0.01939453125,13.671875,-167.96875,832.03125,80.46875
172,2.81640625,1.47265625,0.739453125,0.01939453125,13.671875,-167.96875,832.03125,80.46875
173,2.81640625,1.67578125,0.351171875,0.01939453125,13.671875,-167.96875,832.03125,80.46875
174,2.81640625,1.67578125,0.739453125,0.029941406249999997,13.671875,-167.96875,832.03125,80.46875
175,2.81640625,1.67578125,0.739453125,0.01939453125,29.453125,-167.96875,832.03125,80.46875
176,2.81640625,1.67578125,0.739453125,0.01939453125,13.671875,-214.84375,832.03125,80.46875
177,2.81640625,1.67578125,0.739453125,0.01939453125,13.671875,-167.96875,871.09375,80.46875
178,2.81640625,1.67578125,0.739453125,0.01939453125,13.671875,-167.96875,832.03125,58.59375
179,3.66015625,1.47265625,0.351171875,0.029941406249999997,29.453125,-214.84375,871.09375,58.59375
180,3.56640625,1.42578125,0.564453125,0.053144531249999995,18.671875,-417.96875,82.03125,30.46875
181,2.91015625,1.42578125,0.564453125,0.053144531249999995,18.671875,-417.96875,82.03125,30.46875
182,3.56640625,1.22265625,0.564453125,0.053144531249999995,18.671875,-417.96875,82.03125,30.46875
183,3.56640625,1.42578125,0.526171875,0.053144531249999995,18.671875,-417.96875,82.03125,30.46875
184,3.56640625,1.42578125,0.564453125,0.01869140625,18.671875,-417.96875,82.03125,30.46875
185,3.56640625,1.42578125,0.564453125,0.053144531249999995,14.453125,-417.96875,82.03125,30.46875
186,3.56640625,1.42578125,0.564453125,0.053144531249999995,18.671875,-964.84375,82.03125,30.46875
187,3.56640625,1.42578125,0.564453125,0.053144531249999995,18.671875,-417.96875,621.09375,30.46875
188,3.56640625,1.42578125,0.564453125,0.053144531249999995,18.671875,-417.96875,82.03125,108.59375
189,2.91015625,1.22265625,0.526171875,0.01869140625,14.453125,-964.84375,621.09375,108.59375
190,2.06640625,1.92578125,0.914453125,0.03064453125,28.671875,-917.96875,582.03125,130.46875
191,1.41015625,1.92578125,0.914453125,0.03064453125,28.671875,-917.96875,582.03125,130.46875
192,2.06640625,1.72265625,0.914453125,0.03064453125,28.671875,-917.96875,582.03125,130.46875
193,2.06640625,1.92578125,0.8761718749999999,0.03064453125,28.671875,-917.96875,582.03125,130.46875
194,2.06640625,1.92578125,0.914453125,0.04119140625,28.671875,-917.96875,582.03125,130.46875
195,2.06640625,1.92578125,0.914453125,0.03064453125,24.453125,-917.96875,582.03125,130.46875
196,2.06640625,1.92578125,0.914453125,0.03064453125,28.671875,-464.84375,582.03125,130.46875
197,2.06640625,1.92578125,0.914453125,0.03064453125,28.671875,-917.96875,121.09375,130.46875
198,2.06640625,1.92578125,0.914453125,0.03064453125,28.671875,-917.96875,582.03125,8.59375
199,1.41015625,1.72265625,0.8761718749999999,0.04119140625,24.453125,-464.84375,121.09375,8.59375
200,2.44140625,1.30078125,0.6519531249999999,0.03626953125,26.171875,-542.96875,207.03125,5.46875
201,2.53515625,1.30078125,0.6519531249999999,0.03626953125,26.171875,-542.96875,207.03125,5.46875
202,2.44140625,1.34765625,0.6519531249999999,0.03626953125,26.171875,-542.96875,207.03125,5.46875
203,2.44140625,1.30078125,0.438671875,0.03626953125,26.171875,-542.96875,207.03125,5.46875
204,2.44140625,1.30078125,0.6519531249999999,0.04681640625,26.171875,-542.96875,207.03125,5.46875
205,2.44140625,1.30078125,0.6519531249999999,0.03626953125,11.953125,-542.96875,207.03125,5.46875
206,2.44140625,1.30078125,0.6519531249999999,0.03626953125,26.171875,-89.84375,207.03125,5.46875
207,2.44140625,1.30078125,0.6519531249999999,0.03626953125,26.171875,-542.96875,246.09375,5.46875
208,2.44140625,1.30078125,0.6519531249999999,0.03626953125,26.171875,-542.96875,207.03125,33.59375
209,2.53515625,1.34765625,0.438671875,0.04681640625,11.953125,-89.84375,246.09375,33.59375
210,3.94140625,1.80078125,0.301953125,0.05876953125,16.171875,-42.96875,707.03125,105.46875
211,1.03515625,1.80078125,0.301953125,0.05876953125,16.171875,-42.96875,707.03125,105.46875
212,3.94140625,1.84765625,0.301953125,0.05876953125,16.171875,-42.96875,707.03125,105.46875
213,3.94140625,1.80078125,0.7886718749999999,0.05876953125,16.171875,-42.96875,707.03125,105.46875
214,3.94140625,1.80078125,0.301953125,0.02431640625,16.171875,-42.96875,707.03125,105.46875
215,3.94140625,1.80078125,0.301953125,0.05876953125,21.953125,-42.96875,707.03125,105.46875
216,3.94140625,1.80078125,0.301953125,0.05876953125,16.171875,-589.84375,707.03125,105.46875
217,3.94140625,1.80078125,0.301953125,0.05876953125,16.171875,-42.96875,746.09375,105.46875
218,3.94140625,1.80078125,0.301953125,0.05876953125,16.171875,-42.96875,707.03125,133.59375
219,1.03515625,1.84765625,0.7886718749999999,0.02431640625,21.953125,-589.84375,746.09375,133.59375
220,3.19140625,1.05078125,0.826953125,0.025019531249999998,11.171875,-292.96875,457.03125,155.46875
221,1.78515625,1.05078125,0.826953125,0.025019531249999998,11.171875,-292.96875,457.03125,155.46875
222,3.19140625,1.59765625,0.826953125,0.025019531249999998,11.171875,-292.96875,457.03125,155.46875
223,3.19140625,1.05078125,0.613671875,0.025019531249999998,11.171875,-292.96875,457.03125,155.46875
224,3.19140625,1.05078125,0.826953125,0.03556640625,11.171875,-292.96875,457.03125,155.46875
225,3.19140625,1.05078125,0.826953125,0.025019531249999998,16.953125,-292.96875,457.03125,155.46875
226,3.19140625,1.05078125,0.826953125,0.025019531249999998,11.171875,-339.84375,457.03125,155.46875
227,3.19140625,1.05078125,0.826953125,0.025019531249999998,11.171875,-292.96875,996.09375,155.46875
228,3.19140625,1.05078125,0.826953125,0.025019531249999998,11.171875,-292.96875,457.03125,83.59375
229,1.78515625,1.59765625,0.613671875,0.03556640625,16.953125,-339.84375,996.09375,83.59375
230,1.69140625,1.55078125,0.476953125,0.04751953125,21.171875,-792.96875,957.03125,55.46875
231,3.28515625,1.55078125,0.476953125,0.04751953125,21.171875,-792.96875,957.03125,55.46875
232,1.69140625,1.09765625,0.476953125,0.04751953125,21.171875,-792.96875,957.03125,55.46875
233,1.69140625,1.55078125,0.263671875,0.04751953125,21.171875,-792.96875,957.03125,55.46875
234,1.69140625,1.55078125,0.476953125,0.05806640625,21.171875,-792.96875,957.03125,55.46875
235,1.69140625,1.55078125,0.476953125,0.04751953125,26.953125,-792.96875,957.03125,55.46875
236,1.69140625,1.55078125,0.476953125,0.04751953125,21.171875,-839.84375,957.03125,55.46875
237,1.69140625,1.55078125,0.476953125,0.04751953125,21.171875,-792.96875,496.09375,55.46875
238,1.69140625,1.55078125,0.476953125,0.04751953125,21.171875,-792.96875,957.03125,183.59375
239,3.28515625,1.09765625,0.263671875,0.05806640625,26.953125,-839.84375,496.09375,183.59375
240,1.50390625,1.48828125,0.783203125,0.05595703125,14.921875,-980.46875,144.53125,17.96875
241,2.72265625,1.48828125,0.783203125,0.05595703125,14.921875,-980.46875,144.53125,17.96875
242,1.50390625,1.66015625,0.783203125,0.05595703125,14.921875,-980.46875,144.53125,17.96875
243,1.50390625,1.48828125,0.307421875,0.05595703125,14.921875,-980.46875,144.53125,17.96875
244,1.50390625,1.48828125,0.783203125,0.04962890625,14.921875,-980.46875,144.53125,17.96875
245,1.50390625,1.48828125,0.783203125,0.05595703125,20.703125,-980.46875,144.53125,17.96875
246,1.50390625,1.48828125,0.783203125,0.05595703125,14.921875,-277.34375,144.53125,17.96875
247,1.50390625,1.48828125,0.783203125,0.05595703125,14.921875,-980.46875,558.59375,17.96875
248,1.50390625,1.48828125,0.783203125,0.05595703125,14.921875,-980.46875,144.53125,46.09375
249,2.72265625,1.66015625,0.307421875,0.04962890625,20.703125,-277.34375,558.59375,46.09375
250,3.00390625,1.98828125,0.433203125,0.03345703125,24.921875,-480.46875,644.53125,117.96875
251,1.22265625,1.98828125,0.433203125,0.03345703125,24.921875,-480.46875,644.53125,117.96875
252,3.00390625,1.16015625,0.433203125,0.03345703125,24.921875,-480.46875,644.53125,117.96875
253,3.00390625,1.98828125,0.657421875,0.03345703125,24.921875,-480.46875,644.53125,117.96875
254,3.00390625,1.98828125,0.433203125,0.02712890625,24.921875,-480.46875,644.53125,117.96875
255,3.00390625,1.98828125,0.433203125,0.03345703125,10.703125,-480.46875,644.53125,117.96875
256,3.00390625,1.98828125,0.433203125,0.03345703125,24.921875,-777.34375,644.53125,117.96875
257,3.00390625,1.98828125,0.433203125,0.03345703125,24.921875,-480.46875,58.59375,117.96875
258,3.00390625,1.98828125,0.433203125,0.03345703125,24.921875,-480.46875,644.53125,146.09375
259,1.22265625,1.16015625,0.657421875,0.02712890625,10.703125,-777.34375,58.59375,146.09375
260,3.75390625,1.23828125,0.608203125,0.04470703125,29.921875,-230.46875,394.53125,167.96875
261,1.97265625,1.23828125,0.608203125,0.04470703125,29.921875,-230.46875,394.53125,167.96875
262,3.75390625,1.41015625,0.608203125,0.04470703125,29.921875,-230.46875,394.53125,167.96875
263,3.75390625,1.23828125,0.832421875,0.04470703125,29.921875,-230.46875,394.53125,167.96875
264,3.75390625,1.23828125,0.608203125,0.015878906249999998,29.921875,-230.46875,394.53125,167.96875
265,3.75390625,1.23828125,0.608203125,0.04470703125,25.703125,-230.46875,394.53125,167.96875
266,3.75390625,1.23828125,0.608203125,0.04470703125,29.921875,-27.34375,394.53125,167.96875
267,3.75390625,1.23828125,0.608203125,0.04470703125,29.921875,-230.46875,308.59375,167.96875
268,3.75390625,1.23828125,0.608203125,0.04470703125,29.921875,-230.46875,394.53125,96.09375
269,1.97265625,1.41015625,0.832421875,0.015878906249999998,25.703125,-27.34375,308.59375,96.09375
270,2.25390625,1.73828125,0.258203125,0.02220703125,19.921875,-730.46875,894.53125,67.96875
271,3.47265625,1.73828125,0.258203125,0.02220703125,19.921875,-730.46875,894.53125,67.96875
272,2.25390625,1.91015625,0.258203125,0.02220703125,19.921875,-730.46875,894.53125,67.96875
273,2.25390625,1.73828125,0.482421875,0.02220703125,19.921875,-730.46875,894.53125,67.96875
274,2.25390625,1.73828125,0.258203125,0.03837890625,19.921875,-730.46875,894.53125,67.96875
275,2.25390625,1.73828125,0.258203125,0.02220703125,15.703125,-730.46875,894.53125,67.96875
276,2.25390625,1.73828125,0.258203125,0.02220703125,19.921875,-527.34375,894.53125,67.96875
277,2.25390625,1.73828125,0.258203125,0.02220703125,19.921875,-730.46875,808.59375,67.96875
278,2.25390625,1.73828125,0.258203125,0.02220703125,19.921875,-730.46875,894.53125,196.09375
279,3.47265625,1.91015625,0.482421875,0.03837890625,15.703125,-527.34375,808.59375,196.09375
280,1.87890625,1.11328125,0.520703125,0.01658203125,17.421875,-855.46875,269.53125,192.96875
281,2.34765625,1.11328125,0.520703125,0.01658203125,17.421875,-855.46875,269.53125,192.96875
282,1.87890625,1.03515625,0.520703125,0.01658203125,17.421875,-855.46875,269.53125,192.96875
