id,sia_e,ssa_e,ppq,tefo,phi_min,z_min,z_max,pseudo_plastic_uthreshold,sliding_law,eigen_K
91,2.25390625,1.51953125,0.411328125,0.04892578125,29.296875,-511.71875,175.78125,61.71875,regularized_coulomb,10000000000000.0
92,3.09765625,1.00390625,0.411328125,0.04892578125,29.296875,-511.71875,175.78125,61.71875,regularized_coulomb,10000000000000.0
93,3.09765625,1.51953125,0.635546875,0.04892578125,29.296875,-511.71875,175.78125,61.71875,regularized_coulomb,10000000000000.0
94,3.09765625,1.51953125,0.411328125,0.02291015625,29.296875,-511.71875,175.78125,61.71875,regularized_coulomb,10000000000000.0
95,3.09765625,1.51953125,0.411328125,0.04892578125,22.578125,-511.71875,175.78125,61.71875,regularized_coulomb,10000000000000.0
96,3.09765625,1.51953125,0.411328125,0.04892578125,29.296875,-433.59375,175.78125,61.71875,regularized_coulomb,10000000000000.0
97,3.09765625,1.51953125,0.411328125,0.04892578125,29.296875,-511.71875,339.84375,61.71875,regularized_coulomb,10000000000000.0
98,3.09765625,1.51953125,0.411328125,0.04892578125,29.296875,-511.71875,175.78125,139.84375,regularized_coulomb,10000000000000.0
99,2.25390625,1.00390625,0.635546875,0.02291015625,22.578125,-433.59375,339.84375,139.84375,regularized_coulomb,10000000000000.0
100,3.84765625,1.26953125,0.936328125,0.01517578125,24.296875,-761.71875,925.78125,11.71875,regularized_coulomb,10000000000000.0
101,1.50390625,1.26953125,0.936328125,0.01517578125,24.296875,-761.71875,925.78125,11.71875,regularized_coulomb,10000000000000.0
102,3.84765625,1.25390625,0.936328125,0.01517578125,24.296875,-761.71875,925.78125,11.71875,regularized_coulomb,10000000000000.0
103,3.84765625,1.26953125,0.810546875,0.01517578125,24.296875,-761.71875,925.78125,11.71875,regularized_coulomb,10000000000000.0
104,3.84765625,1.26953125,0.936328125,0.034160156250000004,24.296875,-761.71875,925.78125,11.71875,regularized_coulomb,10000000000000.0
105,3.84765625,1.26953125,0.936328125,0.01517578125,17.578125,-761.71875,925.78125,11.71875,regularized_coulomb,10000000000000.0
106,3.84765625,1.26953125,0.936328125,0.01517578125,24.296875,-683.59375,925.78125,11.71875,regularized_coulomb,10000000000000.0
107,3.84765625,1.26953125,0.936328125,0.01517578125,24.296875,-761.71875,89.84375,11.71875,regularized_coulomb,10000000000000.0
108,3.84765625,1.26953125,0.936328125,0.01517578125,24.296875,-761.71875,925.78125,89.84375,regularized_coulomb,10000000000000.0
109,1.50390625,1.25390625,0.810546875,0.034160156250000004,17.578125,-683.59375,89.84375,89.84375,regularized_coulomb,10000000000000.0
110,2.34765625,1.76953125,0.586328125,0.03767578125,14.296875,-261.71875,425.78125,111.71875,regularized_coulomb,10000000000000.0
111,3.00390625,1.76953125,0.586328125,0.03767578125,14.296875,-261.71875,425.78125,111.71875,regularized_coulomb,10000000000000.0
112,2.34765625,1.75390625,0.586328125,0.03767578125,14.296875,-261.71875,425.78125,111.71875,regularized_coulomb,10000000000000.0
113,2.34765625,1.76953125,0.460546875,0.03767578125,14.296875,-261.71875,425.78125,111.71875,regularized_coulomb,10000000000000.0
114,2.34765625,1.76953125,0.586328125,0.056660156249999996,14.296875,-261.71875,425.78125,111.71875,regularized_coulomb,10000000000000.0
115,2.34765625,1.76953125,0.586328125,0.03767578125,27.578125,-261.71875,425.78125,111.71875,regularized_coulomb,10000000000000.0
116,2.34765625,1.76953125,0.586328125,0.03767578125,14.296875,-183.59375,425.78125,111.71875,regularized_coulomb,10000000000000.0
117,2.34765625,1.76953125,0.586328125,0.03767578125,14.296875,-261.71875,589.84375,111.71875,regularized_coulomb,10000000000000.0
118,2.34765625,1.76953125,0.586328125,0.03767578125,14.296875,-261.71875,425.78125,189.84375,regularized_coulomb,10000000000000.0
119,3.00390625,1.75390625,0.460546875,0.056660156249999996,27.578125,-183.59375,589.84375,189.84375,regularized_coulomb,10000000000000.0
120,1.97265625,1.39453125,0.323828125,0.04330078125,11.796875,-136.71875,800.78125,36.71875,regularized_coulomb,10000000000000.0
121,1.12890625,1.39453125,0.323828125,0.04330078125,11.796875,-136.71875,800.78125,36.71875,regularized_coulomb,10000000000000.0
122,1.97265625,1.12890625,0.323828125,0.04330078125,11.796875,-136.71875,800.78125,36.71875,regularized_coulomb,10000000000000.0
123,1.97265625,1.39453125,0.8980468749999999,0.04330078125,11.796875,-136.71875,800.78125,36.71875,regularized_coulomb,10000000000000.0
124,1.97265625,1.39453125,0.323828125,0.05103515625,11.796875,-136.71875,800.78125,36.71875,regularized_coulomb,10000000000000.0
125,1.97265625,1.39453125,0.323828125,0.04330078125,15.078125,-136.71875,800.78125,36.71875,regularized_coulomb,10000000000000.0
126,1.97265625,1.39453125,0.323828125,0.04330078125,11.796875,-308.59375,800.78125,36.71875,regularized_coulomb,10000000000000.0
127,1.97265625,1.39453125,0.323828125,0.04330078125,11.796875,-136.71875,714.84375,36.71875,regularized_coulomb,10000000000000.0
128,1.97265625,1.39453125,0.323828125,0.04330078125,11.796875,-136.71875,800.78125,164.84375,regularized_coulomb,10000000000000.0
129,1.12890625,1.12890625,0.8980468749999999,0.05103515625,15.078125,-308.59375,714.84375,164.84375,regularized_coulomb,10000000000000.0
130,3.47265625,1.89453125,0.673828125,0.020800781249999997,21.796875,-636.71875,300.78125,136.71875,regularized_coulomb,10000000000000.0
131,2.62890625,1.89453125,0.673828125,0.020800781249999997,21.796875,-636.71875,300.78125,136.71875,regularized_coulomb,10000000000000.0
132,3.47265625,1.62890625,0.673828125,0.020800781249999997,21.796875,-636.71875,300.78125,136.71875,regularized_coulomb,10000000000000.0
133,3.47265625,1.89453125,0.548046875,0.020800781249999997,21.796875,-636.71875,300.78125,136.71875,regularized_coulomb,10000000000000.0
134,3.47265625,1.89453125,0.673828125,0.02853515625,21.796875,-636.71875,300.78125,136.71875,regularized_coulomb,10000000000000.0
135,3.47265625,1.89453125,0.673828125,0.020800781249999997,25.078125,-636.71875,300.78125,136.71875,regularized_coulomb,10000000000000.0
136,3.47265625,1.89453125,0.673828125,0.020800781249999997,21.796875,-808.59375,300.78125,136.71875,regularized_coulomb,10000000000000.0
137,3.47265625,1.89453125,0.673828125,0.020800781249999997,21.796875,-636.71875,214.84375,136.71875,regularized_coulomb,10000000000000.0
138,3.47265625,1.89453125,0.673828125,0.020800781249999997,21.796875,-636.71875,300.78125,64.84375,regularized_coulomb,10000000000000.0
139,2.62890625,1.62890625,0.548046875,0.02853515625,25.078125,-808.59375,214.84375,64.84375,regularized_coulomb,10000000000000.0
140,2.72265625,1.14453125,0.49882812499999996,0.05455078125,26.796875,-886.71875,550.78125,186.71875,regularized_coulomb,10000000000000.0
141,3.37890625,1.14453125,0.49882812499999996,0.05455078125,26.796875,-886.71875,550.78125,186.71875,regularized_coulomb,10000000000000.0
142,2.72265625,1.87890625,0.49882812499999996,0.05455078125,26.796875,-886.71875,550.78125,186.71875,regularized_coulomb,10000000000000.0
143,2.72265625,1.14453125,0.373046875,0.05455078125,26.796875,-886.71875,550.78125,186.71875,regularized_coulomb,10000000000000.0
144,2.72265625,1.14453125,0.49882812499999996,0.01728515625,26.796875,-886.71875,550.78125,186.71875,regularized_coulomb,10000000000000.0
145,2.72265625,1.14453125,0.49882812499999996,0.05455078125,10.078125,-886.71875,550.78125,186.71875,regularized_coulomb,10000000000000.0
146,2.72265625,1.14453125,0.49882812499999996,0.05455078125,26.796875,-58.59375,550.78125,186.71875,regularized_coulomb,10000000000000.0
147,2.72265625,1.14453125,0.49882812499999996,0.05455078125,26.796875,-886.71875,464.84375,186.71875,regularized_coulomb,10000000000000.0
148,2.72265625,1.14453125,0.49882812499999996,0.05455078125,26.796875,-886.71875,550.78125,114.84375,regularized_coulomb,10000000000000.0
149,3.37890625,1.87890625,0.373046875,0.01728515625,10.078125,-58.59375,464.84375,114.84375,regularized_coulomb,10000000000000.0
150,1.22265625,1.64453125,0.8488281249999999,0.03205078125,16.796875,-386.71875,50.78125,86.71875,regularized_coulomb,10000000000000.0
151,1.87890625,1.64453125,0.8488281249999999,0.03205078125,16.796875,-386.71875,50.78125,86.71875,regularized_coulomb,10000000000000.0
152,1.22265625,1.37890625,0.8488281249999999,0.03205078125,16.796875,-386.71875,50.78125,86.71875,regularized_coulomb,10000000000000.0
153,1.22265625,1.64453125,0.723046875,0.03205078125,16.796875,-386.71875,50.78125,86.71875,regularized_coulomb,10000000000000.0
154,1.22265625,1.64453125,0.8488281249999999,0.039785156249999995,16.796875,-386.71875,50.78125,86.71875,regularized_coulomb,10000000000000.0
155,1.22265625,1.64453125,0.8488281249999999,0.03205078125,20.078125,-386.71875,50.78125,86.71875,regularized_coulomb,10000000000000.0
156,1.22265625,1.64453125,0.8488281249999999,0.03205078125,16.796875,-558.59375,50.78125,86.71875,regularized_coulomb,10000000000000.0
157,1.22265625,1.64453125,0.8488281249999999,0.03205078125,16.796875,-386.71875,964.84375,86.71875,regularized_coulomb,10000000000000.0
158,1.22265625,1.64453125,0.8488281249999999,0.03205078125,16.796875,-386.71875,50.78125,14.84375,regularized_coulomb,10000000000000.0
159,1.87890625,1.37890625,0.723046875,0.039785156249999995,20.078125,-558.59375,964.84375,14.84375,regularized_coulomb,10000000000000.0
160,1.31640625,1.17578125,0.38945312499999996,0.04189453125,23.671875,-667.96875,332.03125,180.46875,regularized_coulomb,10000000000000.0
161,2.16015625,1.17578125,0.38945312499999996,0.04189453125,23.671875,-667.96875,332.03125,180.46875,regularized_coulomb,10000000000000.0
162,1.31640625,1.97265625,0.38945312499999996,0.04189453125,23.671875,-667.96875,332.03125,180.46875,regularized_coulomb,10000000000000.0
163,1.31640625,1.17578125,0.701171875,0.04189453125,23.671875,-667.96875,332.03125,180.46875,regularized_coulomb,10000000000000.0
164,1.31640625,1.17578125,0.38945312499999996,0.052441406249999996,23.671875,-667.96875,332.03125,180.46875,regularized_coulomb,10000000000000.0
165,1.31640625,1.17578125,0.38945312499999996,0.04189453125,19.453125,-667.96875,332.03125,180.46875,regularized_coulomb,10000000000000.0
166,1.31640625,1.17578125,0.38945312499999996,0.04189453125,23.671875,-714.84375,332.03125,180.46875,regularized_coulomb,10000000000000.0
167,1.31640625,1.17578125,0.38945312499999996,0.04189453125,23.671875,-667.96875,371.09375,180.46875,regularized_coulomb,10000000000000.0
168,1.31640625,1.17578125,0.38945312499999996,0.04189453125,23.671875,-667.96875,332.03125,158.59375,regularized_coulomb,10000000000000.0
169,2.16015625,1.97265625,0.701171875,0.052441406249999996,19.453125,-714.84375,371.09375,158.59375,regularized_coulomb,10000000000000.0
170,2.81640625,1.67578125,0.739453125,0.01939453125,13.671875,-167.96875,832.03125,80.46875,regularized_coulomb,10000000000000.0
171,3.66015625,1.67578125,0.739453125,0.01939453125,13.671875,-167.96875,832.03125,80.46875,regularized_coulomb,10000000000000.0
172,2.81640625,1.47265625,0.739453125,0.01939453125,13.671875,-167.96875,832.03125,80.46875,regularized_coulomb,10000000000000.0
173,2.81640625,1.67578125,0.351171875,0.01939453125,13.671875,-167.96875,832.03125,80.46875,regularized_coulomb,10000000000000.0
174,2.81640625,1.67578125,0.739453125,0.029941406249999997,13.671875,-167.96875,832.03125,80.46875,regularized_coulomb,10000000000000.0
175,2.81640625,1.67578125,0.739453125,0.01939453125,29.453125,-167.96875,832.03125,80.46875,regularized_coulomb,10000000000000.0
176,2.81640625,1.67578125,0.739453125,0.01939453125,13.671875,-214.84375,832.03125,80.46875,regularized_coulomb,10000000000000.0
177,2.81640625,1.67578125,0.739453125,0.01939453125,13.671875,-167.96875,871.09375,80.46875,regularized_coulomb,10000000000000.0
178,2.81640625,1.67578125,0.739453125,0.01939453125,13.671875,-167.96875,832.03125,58.59375,regularized_coulomb,10000000000000.0
179,3.66015625,1.47265625,0.351171875,0.029941406249999997,29.453125,-214.84375,871.09375,58.59375,regularized_coulomb,10000000000000.0
180,3.56640625,1.42578125,0.564453125,0.053144531249999995,18.671875,-417.96875,82.03125,30.46875,regularized_coulomb,10000000000000.0
181,2.91015625,1.42578125,0.564453125,0.053144531249999995,18.671875,-417.96875,82.03125,30.46875,regularized_coulomb,10000000000000.0
182,3.56640625,1.22265625,0.564453125,0.053144531249999995,18.671875,-417.96875,82.03125,30.46875,regularized_coulomb,10000000000000.0
183,3.56640625,1.42578125,0.526171875,0.053144531249999995,18.671875,-417.96875,82.03125,30.46875,regularized_coulomb,10000000000000.0
184,3.56640625,1.42578125,0.564453125,0.01869140625,18.671875,-417.96875,82.03125,30.46875,regularized_coulomb,10000000000000.0
185,3.56640625,1.42578125,0.564453125,0.053144531249999995,14.453125,-417.96875,82.03125,30.46875,regularized_coulomb,10000000000000.0
186,3.56640625,1.42578125,0.564453125,0.053144531249999995,18.671875,-964.84375,82.03125,30.46875,regularized_coulomb,10000000000000.0
187,3.56640625,1.42578125,0.564453125,0.053144531249999995,18.671875,-417.96875,621.09375,30.46875,regularized_coulomb,10000000000000.0
188,3.56640625,1.42578125,0.564453125,0.053144531249999995,18.671875,-417.96875,82.03125,108.59375,regularized_coulomb,10000000000000.0
189,2.91015625,1.22265625,0.526171875,0.01869140625,14.453125,-964.84375,621.09375,108.59375,regularized_coulomb,10000000000000.0
190,2.06640625,1.92578125,0.914453125,0.03064453125,28.671875,-917.96875,582.03125,130.46875,regularized_coulomb,10000000000000.0
191,1.41015625,1.92578125,0.914453125,0.03064453125,28.671875,-917.96875,582.03125,130.46875,regularized_coulomb,10000000000000.0
192,2.06640625,1.72265625,0.914453125,0.03064453125,28.671875,-917.96875,582.03125,130.46875,regularized_coulomb,10000000000000.0
193,2.06640625,1.92578125,0.8761718749999999,0.03064453125,28.671875,-917.96875,582.03125,130.46875,regularized_coulomb,10000000000000.0
194,2.06640625,1.92578125,0.914453125,0.04119140625,28.671875,-917.96875,582.03125,130.46875,regularized_coulomb,10000000000000.0
195,2.06640625,1.92578125,0.914453125,0.03064453125,24.453125,-917.96875,582.03125,130.46875,regularized_coulomb,10000000000000.0
196,2.06640625,1.92578125,0.914453125,0.03064453125,28.671875,-464.84375,582.03125,130.46875,regularized_coulomb,10000000000000.0
197,2.06640625,1.92578125,0.914453125,0.03064453125,28.671875,-917.96875,121.09375,130.46875,regularized_coulomb,10000000000000.0
198,2.06640625,1.92578125,0.914453125,0.03064453125,28.671875,-917.96875,582.03125,8.59375,regularized_coulomb,10000000000000.0
199,1.41015625,1.72265625,0.8761718749999999,0.04119140625,24.453125,-464.84375,121.09375,8.59375,regularized_coulomb,10000000000000.0
200,2.44140625,1.30078125,0.6519531249999999,0.03626953125,26.171875,-542.96875,207.03125,5.46875,regularized_coulomb,10000000000000.0
201,2.53515625,1.30078125,0.6519531249999999,0.03626953125,26.171875,-542.96875,207.03125,5.46875,regularized_coulomb,10000000000000.0
202,2.44140625,1.34765625,0.6519531249999999,0.03626953125,26.171875,-542.96875,207.03125,5.46875,regularized_coulomb,10000000000000.0
203,2.44140625,1.30078125,0.438671875,0.03626953125,26.171875,-542.96875,207.03125,5.46875,regularized_coulomb,10000000000000.0
204,2.44140625,1.30078125,0.6519531249999999,0.04681640625,26.171875,-542.96875,207.03125,5.46875,regularized_coulomb,10000000000000.0
205,2.44140625,1.30078125,0.6519531249999999,0.03626953125,11.953125,-542.96875,207.03125,5.46875,regularized_coulomb,10000000000000.0
206,2.44140625,1.30078125,0.6519531249999999,0.03626953125,26.171875,-89.84375,207.03125,5.46875,regularized_coulomb,10000000000000.0
207,2.44140625,1.30078125,0.6519531249999999,0.03626953125,26.171875,-542.96875,246.09375,5.46875,regularized_coulomb,10000000000000.0
208,2.44140625,1.30078125,0.6519531249999999,0.03626953125,26.171875,-542.96875,207.03125,33.59375,regularized_coulomb,10000000000000.0
